# Translation from CC-CEDICT,,,,,
# Creative Commons Attribution-Share Alike 3.0 License ,,,,,
Simplified,Pinyin,Edition,Level,Lesson,English
建议,jiànyì,1,2,5,/to propose/to suggest/to recommend/proposal/suggestion/recommendation/CL:個|个[ge4]點|点[dian3]/
李哲,lǐzhé,1,2,5,/Li Zhe personal name of fourth Tang Emperor Zhongzong 唐中宗[Tang2 Zhong1 zong1] (656-710)
租,zū,1,2,6,/to hire/to rent/to charter/to rent out/to lease out/rent/land tax/
房子,fángzi,1,2,6,/house/building (single- or two-story)/apartment/room/CL:棟|栋[dong4]幢[zhuang4]
一直,yìzhí,1,2,6,/straight (in a straight line)/continuously/always/from the beginning of ... up to .../all along/
楼梯,lóutī,1,2,6,/stair/staircase/CL:個|个[ge4]/
走廊,zǒuláng,1,2,6,/corridor/aisle/hallway/colonnade/passageway/piazza/veranda/
大声,dàshēng,1,2,6,/loud voice/in a loud voice/loudly/
打招呼,dǎ zhāohu,1,2,6,/to greet sb by word or action/to give prior notice/
或,huò,1,2,6,/maybe/perhaps/might/possibly/or/
开玩笑,kāi wánxiào,1,2,6,/to play a joke/to make fun of/to joke/
吵,chǎo,1,2,6,/to quarrel/to make a noise/noisy/to disturb by making a noise/
睡不好觉,shuì bù hǎo jiào,1,2,6,
隔壁,gébì,1,2,6,/next door/neighbor/
自从,zìcóng,1,2,6,/since (a time)/ever since/
篮球,lánqiú,1,2,6,/basketball/CL:個|个[ge4]隻|只[zhi1]/
比赛,bǐsài,1,2,6,/competition (sports etc)/match/CL:場|场[chang3]次[ci4]/
激动,jīdòng,1,2,6,/to excite/to agitate/exciting/
大喊大叫,dà hǎn dà jiào,1,2,6,/shouting and screaming (idiom); to scream loudly/to rant/to kick up a racket/to conduct vigorous propaganda/
受影响,shòu yǐngxiǎng,1,2,6,
赶紧,gǎnjǐn,1,2,6,/hurriedly/without delay/
翻到,fān dào,1,2,6,
广告栏,guǎnggào lán,1,2,6,
出租,chūzū,1,2,6,/to rent/
喂,wèi,1,2,6,/hello (interj. esp. on telephone)/hey/to feed (sb or some animal)/to feed/
套,tào,1,2,6,/cover/sheath/to encase/a case/to overlap/to interleave/bend (of a river or mountain range in place names)/harness/classifier for sets
间,jiān,1,2,6,/gap/to separate/to sow discontent/(of seedlings) to thin out/
卧室,wòshì,1,2,6,/bedroom/CL:間|间[jian1]/
带,dài,1,2,6,/band/belt/girdle/ribbon/tire/area/zone/region/CL:條|条[tiao2]/to wear/to carry/to take along/to bear (i.e. to have)/to lead/to bring/to look after/to raise/
地毯,dìtǎn,1,2,6,/carpet/rug/
租金,zūjīn,1,2,6,/rent/
稍微,shāowēi,1,2,6,/a little bit/
试,shì,1,2,6,/to test/to try/experiment/examination/test/
找不到,zhǎo bu dào,1,2,6,/can't find/
什么样,shénmeyàng,1,2,6,/what kind?/what sort?/
街,jiē,1,2,6,/street/CL:條|条[tiao2]/
体育场,tǐyùchǎng,1,2,6,/stadium/CL:個|个[ge4]座[zuo4]/
球迷,qiúmí,1,2,6,/soccer fan/crazy about ball sports/CL:個|个[ge4]/
理想,lǐxiǎng,1,2,6,/a dream/an ideal/perfection/ideal/perfect/desirable/CL:個|个[ge4]/
瞒,mán,1,2,6,/to conceal from/to keep (sb) in the dark/
室,shì,1,2,6,/room/work unit/grave/scabbard/family or clan/one of the 28 constellations of Chinese astronomy/
厅,tīng,1,2,6,/(reception) hall/office/
厨房,chúfáng,1,2,6,/kitchen/CL:間|间[jian1]/
包,bāo,1,2,6,/to cover/to wrap/to hold/to include/to take charge of/to contract (to or for)/package/wrapper/container/bag/to hold or embrace/bundle/packet/CL:個|个[ge4]隻|只[zhi1]/
水电,shuǐ diàn,1,2,6,/hydroelectric power/
算,suàn,1,2,6,/regard as/to figure/to calculate/to compute/
球场,qiúchǎng,1,2,6,/stadium/sports ground/court/pitch/field/golf course/CL:個|个[ge4]處|处[chu4]/
环境,huánjìng,1,2,6,/environment/circumstances/surroundings/CL:個|个[ge4]/ambient/
后面,hòumian,1,2,6,/rear/back/behind/later/afterwards/
树林,shùlín,1,2,6,/woods/grove/forest/
河,hé,1,2,6,/river/CL:條|条[tiao2]道[dao4]/
嗯,ng,1,2,6,/interjection indicating approval appreciation or agreement/
交通,jiāotōng,1,2,6,/to be connected/traffic/communications/liaison/
安德森,āndésēn,1,2,6,
心事,xīnshì,1,2,7,/a load on one's mind/worry/CL:宗[zong1]樁|桩[zhuang1]/
闹翻,nào fān,1,2,7,/to have a falling out/to have a big argument/
心情,xīnqíng,1,2,7,/mood/frame of mind/CL:個|个[ge4]/
详细,xiángxì,1,2,7,/detailed/in detail/minute/
情况,qíngkuàng,1,2,7,/circumstances/state of affairs/situation/CL:個|个[ge4]種|种[zhong3]/
高中,gāozhōng,1,2,7,/senior high school (Taiwan)/abbr. for 高級中學|高级中学[gao1 ji2 zhong1 xue2]/
经常,jīngcháng,1,2,7,/day to day/everyday/daily/frequently/constantly/regularly/often/
性格,xìnggé,1,2,7,/nature/disposition/temperament/character/CL:個|个[ge4]/
十分,shífēn,1,2,7,/to divide into ten equal parts/very/hundred percent/completely/extremely/utterly/absolutely/
开朗,kāilǎng,1,2,7,/spacious and well-lit/open and clear/to open out (onto a wider vista)/optimistic/cheerful/carefree/easy-going/open-minded/
脾气,píqi,1,2,7,/character/temperament/disposition/bad temper/CL:個|个[ge4]/
急躁,jízào,1,2,7,/irritable/irascible/impetuous/
兴趣,xìngqu,1,2,7,/interest (desire to know about sth)/interest (thing in which one is interested)/hobby/CL:個|个[ge4]/
体育,tǐyù,1,2,7,/sports/physical education/
节目,jiémù,1,2,7,/program/item (on a program)/CL:臺|台[tai2]個|个[ge4]
戏迷,xìmí,1,2,7,
戏,xì,1,2,7,/trick/drama/play/show/CL:出[chu1]場|场[chang3]
古典音乐,gǔdiǎn yīnyuè,1,2,7,/classical music/
摇滚乐,yáogǔnyuè,1,2,7,/rock music/rock 'n roll/
不同,bùtóng,1,2,7,/different/distinct/not the same/not alike/
交往,jiāowǎng,1,2,7,/to associate/to contact/association/contact/
相处,xiāngchǔ,1,2,7,/to be in contact with/to associate with/to have dealings with/
文化,wénhuà,1,2,7,/culture/civilization/cultural/CL:個|个[ge4]種|种[zhong3]/
背景,bèijǐng,1,2,7,/background/backdrop/context/CL:種|种[zhong3]/
有空,yǒu kòng,1,2,7,/to have time (to do sth)/
噢,ō,1,2,7,/Oh!/
喝醉酒,hē zuì jiǔ,1,2,7,
醉,zuì,1,2,7,/intoxicated/
厉害,lìhai,1,2,7,/difficult to deal with/difficult to endure/ferocious/radical/serious/terrible/violent/tremendous/awesome/
以来,yǐlái,1,2,7,/since (a previous event)/
屋里,wūli,1,2,7,
镜子,jìngzi,1,2,7,/mirror/CL:面[mian4]個|个[ge4]/
打破,dǎ pò,1,2,7,/to break/to smash/
难听,nántīng,1,2,7,/unpleasant to hear/coarse/vulgar/offensive/shameful/
吹,chuī,1,2,7,/to blow/to play a wind instrument/to blast/to puff/to boast/to brag/to end in failure/to fall through/
难怪,nánguài,1,2,7,/(it's) no wonder (that...)/(it's) not surprising (that)/
从来,cónglái,1,2,7,/always/at all times/never (if used in negative sentence)/
吵架,chǎo jià,1,2,7,/to quarrel/to have a row/CL:頓|顿[dun4]/
挺,tǐng,1,2,7,/to stick out/to (physically) straighten up/to endure or hold out/straight/stiff/outstanding/extraordinary/rather/quite/very/classifier for machine guns/
后悔,hòuhuǐ,1,2,7,/to regret/to repent/
放假,fàng jià,1,2,7,/to have a holiday or vacation/
憋死,biē sǐ,1,2,7,
校园,xiàoyuán,1,2,7,/campus/
酒吧,jiǔbā,1,2,7,/bar/pub/saloon/CL:家[jia1]/
电影院,diànyǐngyuàn,1,2,7,/cinema/movie theater/CL:家[jia1]座[zuo4]/
演,yǎn,1,2,7,/to develop/to evolve/to practice/to perform/to play/to act/
部,bù,1,2,7,/ministry/department/section/part/division/troops/board/classifier for works of literature films
等,děng,1,2,7,/class/rank/grade/equal to/same as/to wait for/to await/et cetera/and so on/et al. (and other authors)/after/as soon as/once/
见面,jiàn miàn,1,2,7,/to meet/to see sb/CL:次[ci4]/
谈,tán,1,2,7,/to speak/to talk/to converse/to chat/to discuss/
天华,tiānhuá,1,2,7,
汤姆,tāngmǔ,1,2,7,/Tom (name)/
丽莎,lìshā,1,2,7,
影响,yǐngxiǎng,1,2,8,/an influence/an effect/to influence/to affect (usually adversely)/to disturb/CL:股[gu3]/
上演,shàngyǎn,1,2,8,/to screen (a movie)/to stage (a play)/a screening/a staging/
商业片,shāngyè piàn,1,2,8,
片,piàn,1,2,8,/thin piece/flake/a slice/film/TV play/to slice/to carve thin/partial/incomplete/one-sided/classifier for slices tablets
礼堂,lǐtáng,1,2,8,/assembly hall/auditorium/CL:座[zuo4]處|处[chu4]/
几乎,jīhū,1,2,8,/almost/nearly/practically/
多半,duōbàn,1,2,8,/chiefly/likelihood/
艺术片,yìshù piàn,1,2,8,/art film/CL:部[bu4]/
偶尔,ǒu'ěr,1,2,8,/occasionally/once in a while/sometimes/
纪录片,jìlù piàn,1,2,8,/newsreel/documentary (film or TV program)/CL:部[bu4]/
闲着没事,xián zhe méi shì,1,2,8,
沙发,shāfā,1,2,8,/sofa/CL:條|条[tiao2]張|张[zhang1]/
频道,píndào,1,2,8,/frequency/(television) channel/
播,bō,1,2,8,/to sow/to scatter/to spread/to broadcast/Taiwan pr. [bo4]/
新闻,xīnwén,1,2,8,/news/CL:條|条[tiao2]個|个[ge4]/
卡通,kǎtōng,1,2,8,/cartoon/
儿童,értóng,1,2,8,/child/CL:個|个[ge4]/
引起,yǐnqǐ,1,2,8,/to give rise to/to lead to/to cause/to arouse/
家长,jiāzhǎng,1,2,8,/head of a household/family head/patriarch/parent or guardian of a child/
反对,fǎnduì,1,2,8,/to fight against/to oppose/to be opposed to/opposition/
据说,jùshuō,1,2,8,/it is said that/reportedly/
小男孩,xiǎo nánhái,1,2,8,
模仿,mófǎng,1,2,8,/to imitate/to copy/to emulate/to mimic/model/
人物,rénwù,1,2,8,/person/character (in a play novel etc)/protagonist/CL:個|个[ge4]/
火柴,huǒchái,1,2,8,/match (for lighting fire)/CL:根[gen1]盒[he2]/
火灾,huǒzāi,1,2,8,/fire (that burns buildings etc)/
烧死,shāo sǐ,1,2,8,/to burn to death/
火,huǒ,1,2,8,/fire/urgent/ammunition/fiery or flaming/internal heat (Chinese medicine)/hot (popular)/classifier for military units (old)/
结果,jiéguǒ,1,2,8,/outcome/result/conclusion/in the end/as a result/to kill/to dispatch/
乱七八糟,luàn qī bā zāo,1,2,8,/everything in disorder (idiom); in a hideous mess/at sixes and sevens/
大人,dàren,1,2,8,/adult/grownup/title of respect toward superiors/
教育,jiàoyù,1,2,8,/to educate/to teach/education/
反而,fǎn'ér,1,2,8,/instead/on the contrary/contrary (to expectations)/
怪,guài,1,2,8,/bewildering/odd/queer/strange/uncanny/devil/monster/wonder at/to blame/quite/rather/
那样,nàyàng,1,2,8,/that kind/that sort/
小孩,xiǎohái,1,2,8,/child/CL:個|个[ge4]/
难免,nánmiǎn,1,2,8,/hard to avoid/difficult to escape from/
向,xiàng,1,2,8,/towards/to face/to turn towards/direction/to support/to side with/shortly before/formerly/always/all along/
开枪,kāi qiāng,1,2,8,/to open fire/to shoot a gun/
以为,yǐwéi,1,2,8,/to believe/to think/to consider/to be under the impression/
另,lìng,1,2,8,/other/another/separate/separately/
完全,wánquán,1,2,8,/complete/whole/totally/entirely/
找借口,zhǎo jièkǒu,1,2,8,/to look for a pretext/
行为,xíngwéi,1,2,8,/action/conduct/behavior/activity/
负责任,fùzérèn,1,2,8,/responsibility for/blamed for/be in charge of/
自相矛盾,zìxiāng máodùn,1,2,8,/to contradict oneself/self-contradictory/inconsistent/
威胁,wēixié,1,2,8,/to threaten/to menace/
炸,zhà,1,2,8,/to explode/
敢,gǎn,1,2,8,/to dare/daring/(polite) may I venture/
加州,jiā zhōu,1,2,8,/California/
芝麻街,zhīmájiē,1,2,8,
假期,jiàqī,1,2,9,/vacation/
年代,niándài,1,2,9,/a decade of a century (e.g. the Sixties)/age/era/period/CL:個|个[ge4]/
移民,yímín,1,2,9,/to immigrate/to migrate/emigrant/immigrant/
曾经,céngjīng,1,2,9,/once/already/former/previously/ever/(past tense marker used before verb or clause)/
大陆,dàlù,1,2,9,/continent/mainland (esp. of China)/mainland China/refers to People's Republic of China 中華人民共和國|中华人民共和国/CL:個|个[ge4]/
确实,quèshí,1,2,9,/indeed/really/reliable/real/true/
除非,chúfēi,1,2,9,/only if (... or otherwise
否则,fǒuzé,1,2,9,/if not/otherwise/else/or else/
散步,sàn bù,1,2,9,/to take a walk/to go for a walk/
该,gāi,1,2,9,/should/ought to/probably/must be/to deserve/to owe/to be sb's turn to do sth/that/the above-mentioned/
东岸,dōng'àn,1,2,9,/the east bank/
西岸,xī'àn,1,2,9,/the west bank/West Bank of Jordan River/
(玩)腻(了),(wán)nì(le),1,2,9,#N/A
出国,chū guó,1,2,9,/to go abroad/to leave the country/emigration/
火炉,huǒlú,1,2,9,/stove/
可怕,kěpà,1,2,9,/awful/dreadful/fearful/formidable/frightful/scary/hideous/horrible/terrible/terribly/
姑妈,gūmā,1,2,9,/(coll.) father's married sister/paternal aunt/
既然,jìrán,1,2,9,/since/as/this being the case/
趟,tàng,1,2,9,/classifier for times round trips or rows/a time/a trip/
旅行社,lǚxíngshè,1,2,9,/travel agency/
订,dìng,1,2,9,/to agree/to conclude/to draw up/to subscribe to (a newspaper etc)/to order/
机票,jīpiào,1,2,9,/air ticket/passenger ticket/CL:張|张[zhang1]/
直飞,zhí fēi,1,2,9,/to fly directly/direct flight/
路线,lùxiàn,1,2,9,/itinerary/route/political line (e.g. right revisionist road)/CL:條|条[tiao2]/
火车,huǒchē,1,2,9,/train/CL:列[lie4]節|节[jie2]
东方,dōngfāng,1,2,9,/the East/eastern countries/the orient/
航空公司,hángkōng gōngsī,1,2,9,/airline/airline company/CL:家[jia1]/
公司,gōngsī,1,2,9,/(business) company/company/firm/corporation/incorporated/CL:家[jia1]/
然后,ránhòu,1,2,9,/after/then (afterwards)/after that/afterwards/
商量,shāngliàng,1,2,9,/to consult/to talk over/to discuss/
顺便,shùnbiàn,1,2,9,/conveniently/in passing/without much extra effort/
做生意,zuò shēngyi,1,2,9,/to do business/
机场,jīchǎng,1,2,9,/airport/airfield/CL:家[jia1]處|处[chu4]/
导游,dǎoyóu,1,2,9,/tour guide/guidebook/to conduct a tour/
忘不了,wàng bù liǎo,1,2,9,/cannot forget/
吃醋,chīcù,1,2,9,/jealousy/
不过,búguò,1,2,9,/only/merely/no more than/but/however/anyway (to get back to a previous topic)/
怕,pà,1,2,9,/to be afraid/to fear/to dread/to be unable to endure/perhaps/
来不及,lái bu jí,1,2,9,/there's not enough time (to do sth)/it's too late (to do sth)/
待,dāi,1,2,9,/to wait/to treat/to deal with/to need/going to (do sth)/about to/intending to/
邮局,yóujú,1,2,9,/post office/CL:家[jia1]個|个[ge4]/
护照,hùzhào,1,2,9,/passport/CL:本[ben3]個|个[ge4]/
礼拜,lǐbài,1,2,9,/week/religious service/worship/CL:個|个[ge4]/
签证,qiānzhèng,1,2,9,/visa/certificate/to certify/CL:個|个[ge4]/
赶快,gǎnkuài,1,2,9,/at once/immediately/
照相,zhào xiàng,1,2,9,/to take a photograph/
打听,dǎtīng,1,2,9,/to ask about/to inquire about/
领事馆,lǐngshìguǎn,1,2,9,/consulate/
地址,dìzhǐ,1,2,9,/address/CL:個|个[ge4]/
南京,nánjīng,1,2,9,/Nanjing subprovincial city on the Changjiang capital of Jiangsu province 江蘇|江苏/capital of China at different historical periods/
墨西哥,mòxīgē,1,2,9,/Mexico/
芝加哥,zhījiāgē,1,2,9,/Chicago USA/
香港,xiānggǎng,1,2,9,/Hong Kong/
韩国,hánguó,1,2,9,/Han one of the Seven Hero States of the Warring States 戰國七雄|战国七雄[zhan4 guo2 qi1 xiong2]/Korea from the fall of the Joseon dynasty in 1897/Korea
斯蒂夫,sīdìfū,1,2,9,
邮局,yóujú,1,2,10,/post office/CL:家[jia1]個|个[ge4]/
逛街,guàngjiē,1,2,10,/to take a walk/to window-shop/to stroll down the street/
对面,duìmiàn,1,2,10,/opposite/
大楼,dàlóu,1,2,10,/large building/CL:幢[zhuang4]座[zuo4]/
邮电局,yóudiànjú,1,2,10,
好奇,hàoqí,1,2,10,/inquisitive/curious/inquisitiveness/curiosity/
…过去,…guòqu,1,2,10,#N/A
奇怪,qíguài,1,2,10,/strange/odd/to marvel/to be baffled/
办公,bàn gōng,1,2,10,/to handle official business/to work (esp. in an office)/
明信片,míngxìnpiàn,1,2,10,/postcard/
邮票,yóupiào,1,2,10,/(postage) stamp/CL:枚[mei2]張|张[zhang1]/
长途,chángtú,1,2,10,/long distance/
母亲,mǔqīn,1,2,10,/mother/also pr. with light tone [mu3 qin5]/CL:個|个[ge4]/
路上,lùshang,1,2,10,/on the road/on a journey/road surface/
顺利,shùnlì,1,2,10,/smoothly/without a hitch/
放心,fàngxīn,1,2,10,/to feel relieved/to feel reassured/to be at ease/
打通,dǎ tōng,1,2,10,/to open access/to establish contact/to remove a block/to put through (a phone connection)/
排队,pái duì,1,2,10,/to line up/
轮到,lún dào,1,2,10,/become incumbent upon/one's turn to do sth/Now it's (your) turn./
趁,chèn,1,2,10,/to avail oneself of/to take advantage of/
寄,jì,1,2,10,/to live (in a house)/to lodge/to mail/to send/to entrust/to depend/
邮简,yóujiǎn,1,2,10,
信筒,xìntǒng,1,2,10,/mailbox/postbox/
特地,tèdì,1,2,10,/specially/for a special purpose/
却,què,1,2,10,/but/yet/however/while/to go back/to decline/to retreat/nevertheless/even though/
一下子,yí xiàzi,1,2,10,/in a short while/all at once/all of a sudden/
拍,pāi,1,2,10,/to pat/to clap/to slap/fly-swatter/racket/to take (a photograph)/
电报,diànbào,1,2,10,/telegram/cable/telegraph/CL:封[feng1]份[fen4]/
日程,rìchéng,1,2,10,/schedule/itinerary/CL:個|个[ge4]/
来对了,lái duì le,1,2,10,
出差,chū chāi,1,2,10,/to go on an official or business trip/
特产,tèchǎn,1,2,10,/special local product/(regional) specialty/
包裹,bāoguǒ,1,2,10,/wrap up/bind up/bundle/parcel/package/CL:個|个[ge4]/
信封,xìnfēng,1,2,10,/envelope/CL:個|个[ge4]/
空运,kōngyùn,1,2,10,/air transport/
海运,hǎiyùn,1,2,10,/shipping by sea/
陆空联运,lù kòng liányùn,1,2,10,
挂号,guàhào,1,2,10,/to register (a letter etc)/
糖果,tángguǒ,1,2,10,/candy/CL:粒[li4]/
饼干,bǐnggān,1,2,10,/biscuit/cracker/cookie/CL:片[pian4]塊|块[kuai4]/
称,chēng,1,2,10,/variant of 秤[cheng4]/steelyard/
台币,táibì,1,2,10,/New Taiwan dollar/
万一,wànyī,1,2,10,/just in case/if by any chance/contingency/
寄丢了,jì diū le,1,2,10,
一向,yíxiàng,1,2,10,/always (previously)/a period of time in the recent past/
可靠,kěkào,1,2,10,/reliable/
中山路,zhōngshān lù,1,2,10,
西安,xī'ān,1,2,10,/Xi'an city subprovincial city and capital of Shaanxi 陝西省|陕西省[Shan3 xi1 sheng3] in northwest China/see 西安區|西安区[Xi1 an1 qu1]/
游览,yóulǎn,1,2,11,/to go sight-seeing/to tour/to visit/CL:次[ci4]/
许多,xǔduō,1,2,11,/many/a lot of/much/
名胜古迹,míngshèng gǔjì,1,2,11,/historical sites and scenic spots/
想像,xiǎngxiàng,1,2,11,/imagine/visualize/
故事,gùshi,1,2,11,/narrative/story/tale/
表弟,biǎodì,1,2,11,/younger male cousin via female line/
挤下来,jǐ xialai,1,2,11,
人山人海,rén shān rén hǎi,1,2,11,/multitude/vast crowd/
人口,rénkǒu,1,2,11,/population/
程度,chéngdù,1,2,11,/degree (level or extent)/level/CL:個|个[ge4]/
体会到,tǐhuìdào,1,2,11,
挤,jǐ,1,2,11,/crowded/to squeeze/
建筑,jiànzhù,1,2,11,/to construct/building/CL:個|个[ge4]/
游客,yóukè,1,2,11,/traveler/tourist/
别具风格,bié jù fēnggé,1,2,11,
窄,zhǎi,1,2,11,/narrow/narrow-minded/badly off/
吸引,xīyǐn,1,2,11,/to attract (interest investment etc)/CL:個|个[ge4]/
当年,dāngnián,1,2,11,/in those days/then/in those years/during that time/
妙龄,miàolíng,1,2,11,/puberty/nubile/
