# Translation from CC-CEDICT,,,,,
# Creative Commons Attribution-Share Alike 3.0 License ,,,,,
Simplified,Pinyin,Edition,Level,Lesson,English
噢,ō,3,2,6,/Oh!/
原来,yuánlái,3,2,6,/original/former/originally/formerly/at first/so... actually/
马虎,mǎhu,3,2,6,/careless/sloppy/negligent/skimpy/
难怪,nán'guài,3,2,6,/(it's) no wonder (that...)/(it's) not surprising (that)/
心情,xīnqíng,3,2,6,/mood/frame of mind/CL:個|个[ge4]/
不停,bùtíng,3,2,6,/incessant/
道歉,dàoqiàn,3,2,6,/to apologize/
态度,tàidu,3,2,6,/manner/bearing/attitude/approach/CL:個|个[ge4]/
真心,zhēnxīn,3,2,6,/sincere/heartfelt/CL:片[pian4]/
句,jù,3,2,6,/sentence/clause/phrase/classifier for phrases or lines of verse/
吵架,chǎojià,3,2,6,/to quarrel/to have a row/CL:頓|顿[dun4]/
记仇,jìchóu,3,2,6,/to hold a grudge/
哈,hā,3,2,6,/a Pekinese/a pug/
说不定,shuō budìng,3,2,6,/can't say for sure/maybe/
分手,fēnshǒu,3,2,6,/to split up/to break up/
实际上,shíjì shàng,3,2,6,/in fact/in reality/as a matter of fact/in practice/
丢三拉四,diūsānlàsì,3,2,6,
钥匙,yàoshi,3,2,6,/key/CL:把[ba3]/
交朋友,jiāo péngyou,3,2,6,/to make friends/to start an affair with sb/
网络,wǎngluò,3,2,7,/network (computing telecommunications
新闻,xīnwén,3,2,7,/news/CL:條|条[tiao2]個|个[ge4]/
资料,zīliào,3,2,7,/material/resources/data/information/profile (Internet)/CL:份[fen4]個|个[ge4]/
游戏,yóuxì,3,2,7,/game/CL:場|场[chang3]/to play/
网站,wǎngzhàn,3,2,7,/website/network station/node/
博客,bókè,3,2,7,/blog (loanword)/weblog/blogger/
甚至,shènzhì,3,2,7,/even/so much so that/
卡拉OK,kǎlā OK,3,2,7,
急忙,jímáng,3,2,7,/hastily/
下载,xiàzài,3,2,7,/to download/also pr. [xia4 zai4]/
软件,ruǎnjiàn,3,2,7,/(computer) software/
结果,jiéguǒ,3,2,7,/outcome/result/conclusion/in the end/as a result/to kill/to dispatch/
正式,zhèngshì,3,2,7,/formal/official/
出版,chūbǎn,3,2,7,/to publish/to come off the press/to put out/
杂志,zázhì,3,2,7,/magazine/CL:本[ben3]份[fen4]
垃圾,lājī,3,2,7,/trash/refuse/garbage/Taiwan pr. [le4 se4]/
落伍,luòwǔ,3,2,7,/to fall behind/backward/superannuated/
可靠,kěkào,3,2,7,/reliable/
有用,yǒuyòng,3,2,7,/useful/
外卖,wàimài,3,2,7,/to go/take out (relates to food bought at a restaurant)/
总之,zǒngzhī,3,2,7,/in a word/in short/in brief/
衣食住行,yīshízhùxíng,3,2,7,/clothing food
迟到,chídào,3,2,7,/to arrive late/
老是,lǎoshì,3,2,7,/always/
害,hài,3,2,7,/to do harm to/to cause trouble to/harm/evil/calamity/
敢,gǎn,3,2,7,/to dare/daring/(polite) may I venture/
几乎,jīhū,3,2,7,/almost/nearly/practically/
待,dài,3,2,7,/to wait/to treat/to deal with/to need/going to (do sth)/about to/intending to/
屋子,wūzi,3,2,7,/house/room/CL:間|间[jian1]/
上瘾,shàngyǐn,3,2,7,/to get into a habit/to become addicted/
严重,yánzhòng,3,2,7,/grave/serious/severe/critical/
时代,shídài,3,2,7,/age/era/epoch/period/CL:個|个[ge4]/
重要,zhòngyào,3,2,7,/important/significant/major/
帮助,bāngzhù,3,2,7,/assistance/aid/to help/to assist/
翻译,fānyì,3,2,7,/to translate/to interpret/translator/interpreter/translation/interpretation/CL:個|个[ge4]位[wei4]
价格,jiàgé,3,2,7,/price/CL:個|个[ge4]/
免费,miǎnfèi,3,2,7,/free (of charge)/
感觉,gǎnjué,3,2,7,/to feel/to become aware of/feeling/sense/perception/CL:個|个[ge4]/
开玩笑,kāi wánxiào,3,2,7,/to play a joke/to make fun of/to joke/
收入,shōurù,3,2,8,/to take in/income/revenue/CL:筆|笔[bi3]個|个[ge4]/
供,gōng,3,2,8,/sacrificial offering/to confess/
压力,yālì,3,2,8,/pressure/
受到,shòudào,3,2,8,/to receive/to suffer/obtained/given/
良好,liánghǎo,3,2,8,/good/favorable/well/fine/
教育,jiàoyù,3,2,8,/to educate/to teach/education/
生,shēng,3,2,8,/to be born/to give birth/life/to grow/raw uncooked/
存,cún,3,2,8,/to exist/to deposit/to store/to keep/to survive/
不断,búduàn,3,2,8,/unceasing/uninterrupted/continuous/constant/
大人,dàren,3,2,8,/adult/grownup/title of respect toward superiors/
挣钱,zhēngqián,3,2,8,/to make money/
减轻,jiǎnqīng,3,2,8,/to lighten/to ease/to alleviate/
负担,fùdān,3,2,8,/burden/to bear a burden/
适合,shìhé,3,2,8,/to fit/to suit/
影响,yǐngxiǎng,3,2,8,/an influence/an effect/to influence/to affect (usually adversely)/to disturb/CL:股[gu3]/
家庭,jiātíng,3,2,8,/family/household/CL:戶|户[hu4]個|个[ge4]/
取得,qǔdé,3,2,8,/to acquire/to get/to obtain/
零用钱,língyòngqián,3,2,8,/pocket money/
奖学金,jiǎng xué jīn,3,2,8,/scholarship/CL:個|个[ge4]/
交,jiāo,3,2,8,/to hand over/to deliver/to pay (money)/to turn over/to make friends/to intersect (lines)/
政府,zhèngfǔ,3,2,8,/government/CL:個|个[ge4]/
贷款,dàikuǎn,3,2,8,/a loan/to provide a loan (e.g. bank)/CL:筆|笔[bi3]/
农村,nóngcūn,3,2,8,/rural area/village/CL:個|个[ge4]/
工资,gōngzī,3,2,8,/wages/pay/CL:個|个[ge4]份[fen4]
低,dī,3,2,8,/low/beneath/to lower (one's head)/to let droop/to hang down/to incline/
家教,jiājiào,3,2,8,/family education/upbringing/to bring sb up/private tutor/
读书,dúshū,3,2,8,/to read a book/to study/to attend school/
借,jiè,3,2,8,/to lend/to borrow/excuse/pretext/by means of/to seize (an opportunity)/to take (an opportunity)/
嫌,xián,3,2,8,/to dislike/suspicion/resentment/enmity/abbr. for 嫌犯[xian2 fan4] criminal suspect/
难吃,nánchī,3,2,8,/unpalatable/
欠,qiàn,3,2,8,/deficient/to owe/to lack/yawn/
银行,yínháng,3,2,8,/bank/CL:家[jia1]個|个[ge4]/
事情,shìqing,3,2,8,/affair/matter/thing/business/CL:件[jian4]樁|桩[zhuang1]/
乖,guāi,3,2,8,/(of a child) obedient well-behaved/clever/shrewd/alert/perverse/contrary to reason/irregular/abnormal/
英语,yīngyǔ,3,2,8,/English (language)/
移民,yímín,3,2,9,/to immigrate/to migrate/emigrant/immigrant/
博士,bóshì,3,2,9,/doctor/court academician (in feudal China)/Ph.D./
设计,shèjì,3,2,9,/plan/design/to design/to plan/CL:個|个[ge4]/
嫂子,sǎozi,3,2,9,/(informal) older brother's wife/sister-in-law/CL:個|个[ge4]/
留学,liúxué,3,2,9,/to study abroad/
硕士,shuòshì,3,2,9,/master's degree/learned person/
结婚,jiéhūn,3,2,9,/to marry/to get married/CL:次[ci4]/
美满,měimǎn,3,2,9,/happy/blissful/
厉害,lìhai,3,2,9,/difficult to deal with/difficult to endure/ferocious/radical/serious/terrible/violent/tremendous/awesome/
侄女,zhínǚ,3,2,9,/niece/brother's daughter/
小学,xiǎoxué,3,2,9,/primary school/CL:個|个[ge4]/
安排,ānpái,3,2,9,/to arrange/to plan/to set up/
满,mǎn,3,2,9,/full/filled/packed/fully/completely/quite/to reach the limit/to satisfy/satisfied/contented/to fill/abbr. for Manchurian/
钢琴,gāngqín,3,2,9,/piano/CL:架[jia4]臺|台[tai2]/
画画儿,huàhuàr,3,2,9,
抱怨,bàoyuàn,3,2,9,/to complain/to grumble/
儿童,értóng,3,2,9,/child/CL:個|个[ge4]/
家长,jiāzhǎng,3,2,9,/head of a household/family head/patriarch/parent or guardian of a child/
尊重,zūnzhòng,3,2,9,/to esteem/to respect/to honor/to value/eminent/serious/proper/
选择,xuǎnzé,3,2,9,/to select/to pick/choice/option/alternative/
反对,fǎnduì,3,2,9,/to fight against/to oppose/to be opposed to/opposition/
认为,rènwéi,3,2,9,/to believe/to think/to consider/to feel/
童年,tóngnián,3,2,9,/childhood/
知音,zhīyīn,3,2,9,/intimate friend/soul mate/
做,zuòfǎ,3,2,9,/to do/to make/to produce/to write/to compose/to act as/to engage in/to hold (a party)/to be/to become/to function (in some capacity)/to serve as/to be used for/to form (a bond or relationship)/to pretend/to feign/to act a part/to put on appearance/
并,bìng,3,2,9,/to combine/to amalgamate/
完全,wánquán,3,2,9,/complete/whole/totally/entirely/
理解,lǐjiě,3,2,9,/to comprehend/to understand/comprehension/understanding/
望子成龙,wàng zǐ chénglóng,3,2,9,/lit. to hope one's son becomes a dragon (idiom); fig. to long for one' s child to succeed in life/to have great hopes for one's offspring/to give one's child the best education as a career investment/
望女成凤,wàngnǚchéngfèng,3,2,9,
番,fān,3,2,9,/foreign/ethnic groups from outside China/(when used after a verb) times or fold/classifier for the number of iterations of an action or deed etc/
事业,shìyè,3,2,9,/undertaking/project/activity/(charitable political or revolutionary) cause/publicly funded institution
看法,kànfǎ,3,2,9,/way of looking at a thing/view/opinion/CL:個|个[ge4]/
社会,shèhuì,3,2,9,/society/CL:個|个[ge4]/
人材,réncái,3,2,9,/a person's talent/talented person/distinguished person/a talent (worth head-hunting)/person's looks/an attractive woman/used interchangeably with 人才/
知识,zhīshí,3,2,9,/intellectual/knowledge-related/knowledge/CL:門|门[men2]/
书本,shūběn,3,2,9,/book/CL:本[ben3]/
不是…而是…,búshì … érshì …,3,2,9,
墨西哥,mòxīgē,3,2,9,/Mexico/
地理,dìlǐ,3,2,10,/geography/
家乡,jiāxiāng,3,2,10,/hometown/native place/CL:個|个[ge4]/
路线,lùxiàn,3,2,10,/itinerary/route/political line (e.g. right revisionist road)/CL:條|条[tiao2]/
研究,yánjiū,3,2,10,/research/a study/CL:項|项[xiang4]/
了解,liǎojiě,3,2,10,/to understand/to realize/to find out/to understand/to realize/to find out/
冰灯,bīngdēng,3,2,10,/ice lantern/
火车,huǒchē,3,2,10,/train/CL:列[lie4]節|节[jie2]
船,chuán,3,2,10,/a boat/vessel/ship/CL:條|条[tiao2]艘[sou1]
风景,fēngjǐng,3,2,10,/scenery/landscape/CL:個|个[ge4]/
河流,héliú,3,2,10,/river/CL:條|条[tiao2]/
大多,dàduō,3,2,10,/for the most part/many/most/the greater part/mostly/
高原,gāoyuán,3,2,10,/plateau/CL:片[pian4]/
山,shān,3,2,10,/mountain/hill/anything that resembles a mountain/CL:座[zuo4]/bundled straw in which silkworms spin cocoons/gable/
而,ér,3,2,10,/and/as well as/and so/but (not)/yet (not)/(indicates causal relation)/(indicates change of state)/(indicates contrast)/
平原,píngyuán,3,2,10,/field/plain/CL:個|个[ge4]/
海,hǎi,3,2,10,/ocean/sea/CL:個|个[ge4]片[pian4]/
人口,rénkǒu,3,2,10,/population/
主要,zhǔyào,3,2,10,/main/principal/major/primary/
集中,jízhōng,3,2,10,/to concentrate/to centralize/to focus/centralized/concentrated/to put together/
沿海,yánhǎi,3,2,10,/coastal/
一带,yīdài,3,2,10,/region/district/
沙漠,shāmò,3,2,10,/desert/CL:個|个[ge4]/
自然,zìrán,3,2,10,/nature/natural/naturally/
条件,tiáojiàn,3,2,10,/condition/circumstances/term/factor/requirement/prerequisite/qualification/CL:個|个[ge4]/
地形,dìxíng,3,2,10,/topography/terrain/landform/
纬度,wěidù,3,2,10,/latitude/
接近,jiējìn,3,2,10,/to approach/to get close to/
面积,miànjī,3,2,10,/surface area/
倍,bèi,3,2,10,/(two three etc) -fold/times (multiplier)/double/to increase or multiply/
过节,guòjié,3,2,10,/to celebrate a festival/after the celebrations (i.e. once the festival is over)/
旅游,lǚyóu,3,2,10,/trip/journey/tourism/travel/tour/
景点,jǐngdiǎn,3,2,10,/scenic spot/place of interest (tourism)/
到处,dàochù,3,2,10,/everywhere/
人山人海,rénshānrénhǎi,3,2,10,/multitude/vast crowd/
挤,jǐ,3,2,10,/crowded/to squeeze/
短,duǎn,3,2,10,/short or brief/to lack/weak point/fault/
省,shěng,3,2,10,/introspection/to examine oneself critically/awareness/to visit (an elderly relative)/
部,bù,3,2,10,/ministry/department/section/part/division/troops/board/classifier for works of literature films
四季如春,sìjìrúchūn,3,2,10,/four seasons like spring/favorable climate throughout the year/
少数,shǎoshù,3,2,10,/small number/few/minority/
民族,mínzú,3,2,10,/nationality/ethnic group/CL:個|个[ge4]/
南京,nánjīng,3,2,10,/Nanjing subprovincial city on the Changjiang capital of Jiangsu province 江蘇|江苏/capital of China at different historical periods/
哈尔滨,hā'ěrbīn,3,2,10,/Harbin subprovincial city and capital of Heilongjiang province 黑龍江|黑龙江[Hei1 long2 jiang1] in northeast China/
新疆,xīnjiāng,3,2,10,/Xinjiang/Uighur autonomous region 新疆維吾爾自治區|新疆维吾尔自治区/
长江,chángjiāng,3,2,10,/Yangtze River or Chang Jiang/
黄河,huánghé,3,2,10,/Yellow River or Huang He/
天津,tiānjīn,3,2,10,/Tianjin a municipality in northeast China
广州,guǎngzhōu,3,2,10,/see 廣州市|广州市[Guang3 zhou1 shi4]/
深圳,shēnzhèn,3,2,10,/Shenzhen subprovincial city in Guangdong special economic zone close to Hong Kong/
云南,yúnnán,3,2,10,/Yunnan province in southwest China bordering on Vietnam
节日,jiérì,3,2,11,/holiday/festival/CL:個|个[ge4]/
结束,jiéshù,3,2,11,/termination/to finish/to end/to conclude/to close/
继续,jìxù,3,2,11,/to continue/to proceed with/to go on with/
舅舅,jiùjiu,3,2,11,/mother's brother/maternal uncle (informal)/CL:個|个[ge4]/
舅妈,jiùmā,3,2,11,
小区,xiǎoqū,3,2,11,/neighborhood/district/
环境,huánjìng,3,2,11,/environment/circumstances/surroundings/CL:個|个[ge4]/ambient/
除夕,chúxī,3,2,11,/(New Year's) Eve/
年夜饭,niányè fàn,3,2,11,/New Year's Eve family dinner/
感情,gǎnqíng,3,2,11,/feeling/emotion/sensation/likes and dislikes/deep affection for sb or sth/relationship (i.e. love affair)/CL:個|个[ge4]種|种[zhong3]/
墙,qiáng,3,2,11,/wall/CL:面[mian4]堵[du3]/
贴,tiē,3,2,11,/to stick/to paste/to keep close to/to fit snugly/to subsidize/allowance (e.g. money for food or housing)/sticker/classifier for sticking plaster: strip/
幸福,xìngfú,3,2,11,/blessed/happiness/happy/
福,fú,3,2,11,/good fortune/happiness/luck/
倒,dǎo,3,2,11,/upset/turn over/to tip/to pour/to go home/to the contrary/inverted/
奇怪,qíguài,3,2,11,/strange/odd/to marvel/to be baffled/
意思,yìsi,3,2,11,/idea/opinion/meaning/wish/desire/CL:個|个[ge4]/
餐,cān,3,2,11,/eat/meal/
本来,běnlái,3,2,11,/original/originally/at first/it goes without saying/of course/
家,jiā,3,2,11,/home/family/classifier for families or businesses/refers to the philosophical schools of pre-Han China/noun suffix for specialists in some activity such as musician or revolutionary corresponds to English -ist
气氛,qìfēn,3,2,11,/atmosphere/mood/
以,yǐ,3,2,11,/to use/according to/so as to/by means of/in order to/by/with/because/
代,dài,3,2,11,/to substitute/to act on behalf of others/to replace/generation/dynasty/age/period/(historical) era/(geological) eon/
酒,jiǔ,3,2,11,/wine (esp. rice wine)/liquor/spirits/alcoholic beverage/CL:杯[bei1]瓶[ping2]
举,jǔ,3,2,11,/to lift/to hold up/to cite/to enumerate/to act/to raise/to choose/to elect/
顺利,shùnlì,3,2,11,/smoothly/without a hitch/
进步,jìnbù,3,2,11,/progress/improvement/to improve/to progress/CL:個|个[ge4]/
干杯,gānbēi,3,2,11,/to drink a toast/Cheers! (proposing a toast)/Here's to you!/Bottoms up!/lit. dry cup/
成功,chénggōng,3,2,11,/success/to succeed/CL:次[ci4]個|个[ge4]/
晚会,wǎnhuì,3,2,11,/evening party/CL:個|个[ge4]/
剩,shèng,3,2,11,/to remain/to be left/to have as remainder/
浪费,làngfèi,3,2,11,/to waste/to squander/
余,yú,3,2,11,/I (used by emperor)/variant of 餘|余 surplus/extra/surplus/remaining/remainder after division/(following numerical value) or more/in excess of (some number)/residue (math.)/after/I/me/
传统,chuántǒng,3,2,11,/tradition/traditional/convention/conventional/CL:個|个[ge4]/
农历,nónglì,3,2,11,/the traditional Chinese calendar/the lunar calendar/
初,chū,3,2,11,/at first/(at the) beginning/first/junior/basic/
粽子,zòngzi,3,2,11,/glutinous rice and choice of filling wrapped in leaves and boiled/
月饼,yuèbǐng,3,2,11,/moon cake (esp. for the Mid-Autumn Festival)/
团员,tuányuán,3,2,11,/member/group member/
正月,zhēngyuè,3,2,11,/first month of the lunar year/
元宵,yuánxiāo,3,2,11,/Lantern Festival/night of the 15th of the first lunar month/see also 元夜[yuan2 ye4]/sticky rice dumplings/
嘛,ma,3,2,11,/modal particle indicating that sth is obvious/particle indicating a pause for emphasis/
计时,jìshí,3,2,11,/to measure time/to time/to reckon by time/
拜年,bàinián,3,2,11,/pay a New Year call/wish sb a Happy New Year/
恭喜,gōngxǐ,3,2,11,/congratulations/greetings/
发财,fācái,3,2,11,/to get rich/
红包,hóngbāo,3,2,11,/lit. money wrapped in red as a gift/a bonus payment/a kickback/a bribe/
热闹,rènao,3,2,11,/bustling with noise and excitement/lively/
鞭炮,biānpào,3,2,11,/firecrackers/a string of small firecrackers/CL:枚[mei2]/
春节,chūnjié,3,2,11,/Spring Festival (Chinese New Year)/
端午节,duānwǔ jié,3,2,11,/The Dragon Boat Festival (the 5th day of the 5th lunar month)/
中秋节,zhōngqiū jié,3,2,11,/the Mid-Autumn Festival on 15th of 8th lunar month/
感恩节,gǎn'ēn jié,3,2,11,/Thanksgiving Day/
元宵节,yuánxiāo jié,3,2,11,/Lantern festival the final event of the Spring festival 春節|春节
变化,biànhuà,3,2,12,/change/variation/to change/to vary/CL:個|个[ge4]/
末,mò,3,2,12,/tip/end/final stage/latter part/inessential detail/powder/dust/opera role of old man/
来不及,lái bùjí,3,2,12,/there's not enough time (to do sth)/it's too late (to do sth)/
竟然,jìngrán,3,2,12,/unexpectedly/to one's surprise/in spite of everything/in that crazy way/actually/to go as far as to/
表哥,biǎogē,3,2,12,/older male cousin via female line/
站,zhàn,3,2,12,/station/to stand/to halt/to stop/branch of a company or organization/website/
姑妈,gūmā,3,2,12,/(coll.) father's married sister/paternal aunt/
拍,pāi,3,2,12,/to pat/to clap/to slap/fly-swatter/racket/to take (a photograph)/
变,biàn,3,2,12,/to change/to become different/to transform/to vary/rebellion/
总,zǒng,3,2,12,/always/to assemble/gather/total/overall/head/chief/general/in every case/
熟悉,shúxī,3,2,12,/to be familiar with/to know well/
陌生,mòshēng,3,2,12,/strange/unfamiliar/
街,jiē,3,2,12,/street/CL:條|条[tiao2]/
盖,gài,3,2,12,/lid/top/cover/canopy/to build/
的确,díquè,3,2,12,/really/indeed/
骑,qí,3,2,12,/to ride (an animal or bike)/to sit astride/
自行车,zìxíng chē,3,2,12,/bicycle/bike/CL:輛|辆[liang4]/
上班,shàngbān,3,2,12,/to go to work/to be on duty/to start work/to go to the office/
想象,xiǎngxiàng,3,2,12,/to imagine/to fancy/CL:個|个[ge4]/
要不是,yào bùshì,3,2,12,/if it were not for/but for/
游客,yóukè,3,2,12,/traveler/tourist/
老外,lǎowài,3,2,12,/foreigner/
对面,duìmiàn,3,2,12,/opposite/
快餐,kuàicān,3,2,12,/fast food/snack/quick meal/
服装,fúzhuāng,3,2,12,/dress/clothing/costume/clothes/CL:身[shen1]/
融入,róngrù,3,2,12,/to blend into/to integrate/to assimilate/to merge/
特色,tèsè,3,2,12,/characteristic/distinguishing feature or quality/
保留,bǎoliú,3,2,12,/to retain/to continue to have/to preserve/to maintain/to reserve/reservations/to hold back (approval or acceptance)/
建筑,jiànzhù,3,2,12,/to construct/building/CL:個|个[ge4]/
尝,cháng,3,2,12,/to taste/
小吃,xiǎochī,3,2,12,/snack/refreshments/CL:家[jia1]/
不管,bùguǎn,3,2,12,/no matter (what how)/regardless of/no matter/
民以食为天,mínyǐshíwéitiān,3,2,12,/Food is the God of the people. (idiom); People view food as the primary need./Food first ethical niceties second/
啊,a,3,2,12,/modal particle ending sentence showing affirmation
从来,cónglái,3,2,12,/always/at all times/never (if used in negative sentence)/
老百姓,lǎo bǎixìng,3,2,12,/ordinary people/the "person in the street"/CL:個|个[ge4]/
尽可能,jìn kěnéng,3,2,12,/as far as possible/to do one's utmost/
厦,shà,3,2,12,/tall building/mansion/rear annex/lean-to/also pr. [xia4]/
座,zuò,3,2,12,/seat/base/stand/CL:個|个[ge4]/classifier for buildings mountains and similar immovable objects/
声音,shēngyīn,3,2,12,/voice/sound/CL:個|个[ge4]/
脚步,jiǎobù,3,2,12,/footstep/step/
难过,nán'guò,3,2,12,/feel sorry/be grieved/
咕噜,gūlū,3,2,12,/grunt/
法国,fǎguó,3,2,12,/France/French/Taiwan pr. [Fa4 guo2]/
夫子庙,fūzǐ miào,3,2,12,
分别,fēnbié,3,2,13,/to part or leave each other/to distinguish/difference/in different ways/differently/separately or individually/
出发,chūfā,3,2,13,/to start out/to set off/
美丽,měilì,3,2,13,/beautiful/
留下,liúxià,3,2,13,/to leave behind/to stay behind/to remain/to keep/not to let go (sb)/
深,shēn,3,2,13,/close/deep/late/profound/dark (of color water etc)/
分享,fēnxiǎng,3,2,13,/to share (joys benefits
之,zhī,3,2,13,/(possessive particle literary equivalent of 的)/him/her/it/
报名,bàomíng,3,2,13,/to sign up/to enter one's name/to apply/to register/to enroll/to enlist/
参加,cānjiā,3,2,13,/to participate/to take part/to join/
团,tuán,3,2,13,/regiment/round/circular/group/society/dumpling/
包括,bāokuò,3,2,13,/to comprise/to include/to involve/to incorporate/to consist of/
交通,jiāotōng,3,2,13,/to be connected/traffic/communications/liaison/
门票,ménpiào,3,2,13,/ticket (for theater cinema etc)/
旅客,lǚkè,3,2,13,/traveler/tourist/
硬,yìng,3,2,13,/hard/stiff/strong/firm/resolutely/doggedly/good (quality)/able (person)/
卧铺,wòpù,3,2,13,/a bed (on a train)/a couchette/
车厢,chēxiāng,3,2,13,/carriage/CL:節|节[jie2]/
枕头,zhěntou,3,2,13,/pillow/
软,ruǎn,3,2,13,/soft/flexible/
关,guān,3,2,13,/mountain pass/to close/to shut/to turn off/to concern/to involve/
打呼噜,dǎ hūlu,3,2,13,/to snore/
顿,dùn,3,2,13,/to stop/to pause/to arrange/to lay out/to kowtow/to stamp (one's foot)/at once/classifier for meals beatings
盒饭,héfàn,3,2,13,/box meal/packed lunch/take-away food/
面,miàn,3,2,13,/flour/noodles/
拥抱,yōngbào,3,2,13,/to embrace/to hug/
幽默,yōumò,3,2,13,/humor/humorous (loanword)/
逗,dòu,3,2,13,/to stay/to stop/to pause (while reading)/to tease (play with)/
省会,shěnghuì,3,2,13,/provincial capital/
美,měi,3,2,13,/America/beautiful/
亲眼,qīnyǎn,3,2,13,/with one's own eyes/personally/
饮食,yǐnshí,3,2,13,/food and drink/
风俗,fēngsú,3,2,13,/social custom/CL:個|个[ge4]/
习惯,xíguàn,3,2,13,/habit/custom/usual practice/to be used to/CL:個|个[ge4]/
游览,yóulǎn,3,2,13,/to go sight-seeing/to tour/to visit/CL:次[ci4]/
石头,shítou,3,2,13,/stone/CL:塊|块[kuai4]/
树林,shùlín,3,2,13,/woods/grove/forest/
讲,jiǎng,3,2,13,/to speak/to explain/to negotiate/to emphasise/to be particular about/as far as sth is concerned/speech/lecture/
故事,gùshi,3,2,13,/narrative/story/tale/
塔,tǎ,3,2,13,/pagoda/tower/minaret/stupa (abbr. loanword from Sanskrit tapo)/CL:座[zuo4]/
古老,gǔlǎo,3,2,13,/ancient/old/age-old/
纪念品,jìniàn pǐn,3,2,13,/souvenir/
千万,qiānwàn,3,2,13,/ten million/countless/many/one must by all means/
河,hé,3,2,13,/river/CL:條|条[tiao2]道[dao4]/
茶馆,cháguǎn,3,2,13,/teahouse/CL:家[jia1]/
灯笼,dēnglóng,3,2,13,/lantern/
来往,láiwǎng,3,2,13,/to come and go/to have dealings with/to be in relation with/
房东,fángdōng,3,2,13,/landlord/
昆明,kūnmíng,3,2,13,/Kunming prefecture level city and capital of Yunnan province in southwest China/
石林,shílín,3,2,13,/Stone Forest/Petrified forest/
大理,dàlǐ,3,2,13,/judicial officer/justice of the peace (old)/
丽江,lìjiāng,3,2,13,/Lijiang prefecture level city in northwest Yunnan/
与,yǔ,3,2,14,/take part in/
夫妻,fūqī,3,2,14,/man and wife/
退休,tuìxiū,3,2,14,/to retire/retirement (from work)/
博物馆,bówù guǎn,3,2,14,/museum/
散步,sànbù,3,2,14,/to take a walk/to go for a walk/
锻炼,duànliàn,3,2,14,/to engage in physical exercise/to work out/to toughen/to temper/
圈,quān,3,2,14,/circle/ring/loop/classifier for loops orbits
排,pái,3,2,14,/a row/a line/to set in order/to arrange/to line up/to eliminate/to drain/to push open/platoon/raft/classifier for lines rows etc/
队,duì,3,2,14,/squadron/team/group/CL:個|个[ge4]/
太极拳,tàijí quán,3,2,14,/shadowboxing or Taiji T'aichi or T'aichichuan/traditional form of physical exercise or relaxation/a martial art/
早晨,zǎochén,3,2,14,/early morning/CL:個|个[ge4]/
成为,chéngwéi,3,2,14,/to become/to turn into/
使,shǐ,3,2,14,/to make/to cause/to enable/to use/to employ/to send/to instruct sb to do sth/envoy/messenger/
显得,xiǎnde,3,2,14,/to seem/to look/to appear/
活力,huólì,3,2,14,/energy/vitality/vigor/vital force/
出门,chūmén,3,2,14,/to go on a journey/away from home/exit door/to go out of the door/
瑜伽,yújiā,3,2,14,/yoga/
动作,dòngzuò,3,2,14,/movement/motion/action/CL:個|个[ge4]/
树,shù,3,2,14,/tree/CL:棵[ke1]/
表演,biǎoyǎn,3,2,14,/play/show/performance/exhibition/to perform/to act/to demonstrate/CL:場|场[chang3]/
重视,zhòngshì,3,2,14,/to attach importance to sth/to value/
注意,zhùyì,3,2,14,/to take note of/to pay attention to/
等,děng,3,2,14,/class/rank/grade/equal to/same as/to wait for/to await/et cetera/and so on/et al. (and other authors)/after/as soon as/once/
健身房,jiànshēn fáng,3,2,14,/gym/gymnasium/
偶尔,ǒu'ěr,3,2,14,/occasionally/once in a while/sometimes/
身材,shēncái,3,2,14,/stature/build (height and weight)/figure/
等于,děngyú,3,2,14,/to equal/to be tantamount to/
减肥,jiǎnféi,3,2,14,/to lose weight/
只要,zhǐyào,3,2,14,/if only/so long as/
随便,suíbiàn,3,2,14,/as one wishes/as one pleases/at random/negligent/casual/wanton/
即使,jíshǐ,3,2,14,/even if/even though/given that/
营养,yíngyǎng,3,2,14,/nutrition/nourishment/CL:種|种[zhong3]/
饱,bǎo,3,2,14,/to eat till full/satisfied/
可见,kějiàn,3,2,14,/it can clearly be seen (that this is the case)/it is (thus) clear/clear/visible/
科学,kēxué,3,2,14,/science/scientific knowledge/scientific/CL:門|门[men2]個|个[ge4]
方面,fāngmiàn,3,2,14,/respect/aspect/field/side/CL:個|个[ge4]/
吸烟,xīyān,3,2,14,/to smoke/
熬夜,áoyè,3,2,14,/to stay up late or all night/
必须,bìxū,3,2,14,/to have to/must/compulsory/necessarily/
补充,bǔchōng,3,2,14,/to replenish/to supplement/to complement/additional/supplementary/CL:個|个[ge4]/
睡眠,shuìmián,3,2,14,/sleeping/slumber/
否则,fǒuzé,3,2,14,/if not/otherwise/else/or else/
只,zhī,3,2,14,/only/merely/just/but/classifier for birds and certain animals one of a pair
熊猫,xióngmāo,3,2,14,/panda/CL:隻|只[zhi1]/
李文,lǐ wén,3,2,14,
平等,píngděng,3,2,15,/equal/equality/
重男轻女,zhòngnánqīngnǚ,3,2,15,/lit. to value males and belittle females (idiom)/
妇女,fùnǚ,3,2,15,/woman/
地位,dìwèi,3,2,15,/position/status/place/CL:個|个[ge4]/
以来,yǐlái,3,2,15,/since (a previous event)/
